vehicle	motorcycle	0.18166666666666667	2.226319194487894e-05
keyboard	weapon	0.09000000000000001	0.5959323140533553
glass	cabinet	0.32	0.9195470415340188
ear	promontory	0.0	0.09958716433125478
duck	animal	0.9866666666666667	0.5134143037566158
elephant	animal	0.9833333333333334	0.3038444725770381
gate	door	0.6533333333333333	3.2958147215278174e-05
alcohol	substance	0.9166666666666666	0.7227785769103422
crane	bird	0.8833333333333333	0.3843433239466223
chair	bench	0.3933333333333333	5.438485229722238e-19
canoe	boat	1.0	0.9542842747472621
meter	measuring_stick	0.9833333333333334	5.2749307236666915e-08
jug	jar	0.39999999999999997	0.6365500713035581
snake	animal	0.875	0.97247704050593
keyboard	piano	0.7083333333333334	0.07946840852601664
fig	food	0.8333333333333334	0.5567353639207113
material	rubber_eraser	0.12833333333333333	5.941000550523198e-25
ball	game	0.525	0.40656519263455254
mouse	rodent	0.9716666666666667	0.7101477363456553
traffic_light	signal	0.9	0.18556315180138727
sofa	chair	0.5633333333333334	0.8288583853645001
robin	bird	1.0	0.8561022017126392
rubber_eraser	eraser	0.6816666666666666	0.431189642090867
skunk	animal	1.0	0.5394425171783322
washer	appliance	0.94	0.461603306402913
owl	bird	1.0	0.4056729249976397
utensil	tool	0.9	0.8156770573360715
liquid	substance	0.8966666666666666	0.8789490938050598
instrument	piano	0.055	1.3511337939338055e-06
chain	lock	0.21833333333333335	0.0023359365257910043
jeep	vehicle	0.985	0.6947781489766014
snail	animal	0.8616666666666667	0.9621896316316013
monkey	animal	1.0	0.9581325901098577
mammal	dog	0.21666666666666667	0.9581013955407806
plate	spoon	0.03333333333333333	4.111366646817281e-29
van	vehicle	0.975	0.9500937002510068
pistol	weapon	0.9616666666666666	0.2997243386659011
jug	container	0.9033333333333333	0.6787355788559531
brass	memorial	0.7216666666666667	0.9621369809815113
crab	food	0.91	0.6796494931915353
chimpanzee	primate	1.0	0.6054633368424186
hawk	eagle	0.16666666666666666	0.025203052120323872
column	paper	0.12833333333333333	2.4164070773959577e-84
goose	bird	0.9233333333333333	0.7349149539367288
animal	duck	0.16666666666666666	0.0009974756974185579
mug	cup	0.93	0.8526348225245377
palace	dwelling	0.9166666666666666	0.6693689473296747
sphere	shape	0.985	0.6746697131482338
orange	fruit	1.0	0.5628905614630458
car	vehicle	0.25833333333333336	0.9967803539612665
mongoose	animal	0.8333333333333334	0.7808451185173227
pan	utensil	0.4483333333333333	0.9031422238770157
limousine	vehicle	1.0	0.5270651826781031
dog	mammal	0.7583333333333333	0.9676029701689371
chain	bucket	0.0	6.986888183589665e-171
fungus	plant	0.47500000000000003	2.7848955436844164e-141
package	envelope	0.32	0.0012689955073481457
shield	armor	0.9	0.39525460370886273
cauliflower	food	0.9766666666666667	0.24277665233617365
penguin	bird	0.975	0.4090257977274091
animal	reptile	0.11666666666666665	0.985190535016685
lemon	fruit	1.0	0.666348587028514
reptile	animal	0.9866666666666667	0.9888989146255128
volleyball	game	0.9716666666666667	0.7302663966405544
frying_pan	pan	0.9500000000000001	0.7914562828383722
banjo	instrument	1.0	0.4001069839064429
compass	instrument	0.7633333333333333	0.7279291810976168
lizard	animal	0.8683333333333333	0.9393908404907473
potato	vegetable	0.8966666666666666	0.6019922696711619
meter	whole	0.8166666666666668	0.2577355771799837
weapon	gun	0.36166666666666664	0.0001022670671449206
vehicle	car	0.15333333333333335	0.9963029262843094
bucket	container	1.0	0.396871277028584
leopard	tiger	0.11499999999999999	0.8979037767204822
shovel	bucket	0.055	1.006755916097313e-13
lamp	table	0.015	3.946915288042268e-06
rabbit	food	0.5833333333333334	0.5205641978315345
echidna	animal	0.9766666666666667	0.4649108164447419
vehicle	truck	0.12166666666666666	0.9016551769041551
dishwasher	appliance	0.9483333333333334	0.745582061495416
mushroom	fungus	0.8883333333333333	0.7076913253623828
ax	tool	0.8849999999999999	0.49773633027698616
alligator	reptile	0.9366666666666666	0.4421314421688301
shark	fish	0.9666666666666667	0.801054988770072
chain	attachment	0.7083333333333334	1.2118141911469842e-23
refrigerator	ball	0.016666666666666666	0.7558394928296112
shirt	microscope	0.024999999999999998	2.596405531011861e-22
pillow	padding	0.695	2.1709681587080914e-21
tractor	vehicle	0.9366666666666666	0.7560287784437834
nail	hook	0.6333333333333333	1.5542449099892644e-82
screw	nail	0.21666666666666667	4.640850825867655e-05
reptile	alligator	0.03333333333333333	1.1963153332775917e-26
pitcher	container	0.8466666666666667	0.6349312652993273
wing	airplane	0.10333333333333333	0.7441217283442626
mammal	cat	0.11499999999999999	0.9328187866540475
dwelling	location	0.9	2.071317921245623e-59
hamburger	food	0.975	0.23954235255298426
cobra	snake	0.9083333333333333	0.42313735729253127
cauliflower	broccoli	0.015	8.547619268395171e-17
goose	animal	0.975	0.47075935903739113
lock	door	0.11166666666666668	2.1971192081306054e-40
cornet	instrument	0.9866666666666667	0.6239332420900684
trombone	instrument	0.9833333333333334	0.5106661459464276
ball	sphere	0.8466666666666667	0.6746697131482338
pipe	organ	0.5	6.596824861094089e-05
bed	furniture	0.975	0.34029648068542906
vest	sweater	0.5833333333333334	0.0004321862658794677
sax	instrument	1.0	0.52598105610001
submarine	vessel	0.8583333333333334	0.29551763298057837
person	loudspeaker	0.4166666666666667	0.34097465219617973
cradle	crib	0.8333333333333334	2.042255898934001e-05
vessel	vehicle	0.6383333333333333	0.7478687231694192
chain	bandage	0.07166666666666667	1.8545120740700064e-95
cricket	game	0.8333333333333334	0.8599238502236888
baseball	game	1.0	0.08727151041363562
gorilla	ape	0.8783333333333333	0.6101938305605652
medicine	drug	0.6383333333333333	0.7978152623851731
