vehicle	motorcycle	0.18166666666666667	0.6777192477571602
keyboard	weapon	0.09000000000000001	0.955
glass	cabinet	0.32	0.9808333333333333
ear	promontory	0.0	0.775
duck	animal	0.9866666666666667	0.999553770638108
elephant	animal	0.9833333333333334	1.0
gate	door	0.6533333333333333	0.8691666666666666
alcohol	substance	0.9166666666666666	0.9939879759519038
crane	bird	0.8833333333333333	1.0
chair	bench	0.3933333333333333	0.8757819481680071
canoe	boat	1.0	0.9975
meter	measuring_stick	0.9833333333333334	0.625
jug	jar	0.39999999999999997	0.9772621809744779
snake	animal	0.875	0.9998512716275841
keyboard	piano	0.7083333333333334	0.9416666666666667
fig	food	0.8333333333333334	0.9983333333333333
material	rubber_eraser	0.12833333333333333	0.9366666666666666
submarine	submarine	0.32	1.0
ball	game	0.525	0.8634420320228016
mouse	rodent	0.9716666666666667	0.9933333333333333
traffic_light	signal	0.9	0.9683333333333334
car	car	0.31666666666666665	1.0
sofa	chair	0.5633333333333334	0.9916666666666667
robin	bird	1.0	1.0
motorcycle	motorcycle	0.9	1.0
rubber_eraser	eraser	0.6816666666666666	0.9691666666666666
skunk	animal	1.0	1.0
washer	appliance	0.94	0.9925
owl	bird	1.0	1.0
utensil	tool	0.9	0.9958582044097941
wardrobe	wardrobe	0.6216666666666667	1.0
liquid	substance	0.8966666666666666	0.9944598337950139
instrument	piano	0.055	0.9712547016910797
chain	lock	0.21833333333333335	0.9558333333333333
jeep	vehicle	0.985	1.0
snail	animal	0.8616666666666667	1.0
monkey	animal	1.0	0.9999358974358974
mammal	dog	0.21666666666666667	0.9975136922842366
plate	spoon	0.03333333333333333	0.8391666666666666
van	vehicle	0.975	0.9991326973113617
pistol	weapon	0.9616666666666666	0.9866666666666667
jug	container	0.9033333333333333	1.0
brass	memorial	0.7216666666666667	0.9833333333333333
crab	food	0.91	0.9977083333333333
chimpanzee	primate	1.0	0.9983333333333333
hawk	eagle	0.16666666666666666	0.955
column	paper	0.12833333333333333	0.695
hog	hog	0.5666666666666667	1.0
goose	bird	0.9233333333333333	1.0
animal	duck	0.16666666666666666	0.8821086397722686
mug	cup	0.93	0.9575
palace	dwelling	0.9166666666666666	0.9983333333333333
frog	frog	0.22666666666666668	1.0
sphere	shape	0.985	0.9658333333333333
orange	fruit	1.0	1.0
car	vehicle	0.25833333333333336	1.0
mongoose	animal	0.8333333333333334	1.0
pan	utensil	0.4483333333333333	0.9965546942291128
limousine	vehicle	1.0	1.0
dog	mammal	0.7583333333333333	0.9998456710736149
chain	bucket	0.0	0.7733333333333333
fungus	plant	0.47500000000000003	0.5677380952380953
package	envelope	0.32	0.9641666666666666
shield	armor	0.9	0.97875
cauliflower	food	0.9766666666666667	0.99
penguin	bird	0.975	0.9966666666666667
bathtub	bathtub	0.5633333333333334	1.0
animal	reptile	0.11666666666666665	0.9932445350838061
lemon	fruit	1.0	0.9983333333333333
reptile	animal	0.9866666666666667	0.9999298311269121
volleyball	game	0.9716666666666667	0.985
frying_pan	pan	0.9500000000000001	0.9795008912655971
banjo	instrument	1.0	0.9941666666666666
memorial	memorial	0.875	1.0
compass	instrument	0.7633333333333333	1.0
lizard	animal	0.8683333333333333	1.0
potato	vegetable	0.8966666666666666	1.0
meter	whole	0.8166666666666668	1.0
weapon	gun	0.36166666666666664	0.9890476190476191
vehicle	car	0.15333333333333335	0.967330238610628
wallet	wallet	0.5283333333333333	1.0
bucket	container	1.0	1.0
leopard	tiger	0.11499999999999999	0.985
shovel	bucket	0.055	0.9683333333333334
lamp	table	0.015	0.7783333333333333
rabbit	food	0.5833333333333334	0.9983333333333333
echidna	animal	0.9766666666666667	1.0
vehicle	truck	0.12166666666666666	0.9503384592284881
shop	shop	0.6666666666666666	1.0
dishwasher	appliance	0.9483333333333334	0.9983333333333333
mushroom	fungus	0.8883333333333333	0.9916666666666667
ax	tool	0.8849999999999999	0.9974715549936789
alligator	reptile	0.9366666666666666	0.9991666666666666
sofa	sofa	0.7166666666666667	1.0
shark	fish	0.9666666666666667	0.9975
chain	attachment	0.7083333333333334	0.9708333333333333
refrigerator	ball	0.016666666666666666	1.0
shirt	microscope	0.024999999999999998	0.8388185654008439
pillow	padding	0.695	0.9825
tractor	vehicle	0.9366666666666666	1.0
nail	hook	0.6333333333333333	0.9016666666666666
screw	nail	0.21666666666666667	0.8675
reptile	alligator	0.03333333333333333	0.8066613650184778
pitcher	container	0.8466666666666667	1.0
wing	airplane	0.10333333333333333	0.85
mammal	cat	0.11499999999999999	0.9782174424650412
dwelling	location	0.9	0.7087003222341568
hamburger	food	0.975	0.9991666666666666
cobra	snake	0.9083333333333333	0.985
cauliflower	broccoli	0.015	0.8283333333333334
goose	animal	0.975	1.0
lock	door	0.11166666666666668	0.7184801381692574
cornet	instrument	0.9866666666666667	1.0
trombone	instrument	0.9833333333333334	1.0
ball	sphere	0.8466666666666667	0.9658333333333333
pipe	organ	0.5	0.7925
bed	furniture	0.975	1.0
vest	sweater	0.5833333333333334	0.8410780669144982
sax	instrument	1.0	0.9991666666666666
submarine	vessel	0.8583333333333334	0.9966666666666667
person	loudspeaker	0.4166666666666667	0.9219444444444445
cradle	crib	0.8333333333333334	0.8866666666666667
vessel	vehicle	0.6383333333333333	0.9990408485669149
chain	bandage	0.07166666666666667	0.7008333333333333
cricket	game	0.8333333333333334	0.9958333333333333
baseball	game	1.0	0.5566666666666666
gorilla	ape	0.8783333333333333	0.9925
medicine	drug	0.6383333333333333	0.99335232668566
power_saw	tool	0.9866666666666667	1.0
cloak	coat	0.8683333333333333	0.976318622174381
flute	instrument	1.0	0.9991666666666666
medium	television	0.22166666666666668	0.9133333333333333
locomotive	train	0.2916666666666667	0.83125
whale	mammal	0.9616666666666666	1.0
animal	container	0.049999999999999996	0.9996006203131307
lemon	citrus	0.94	0.9825
dinosaur	animal	0.82	1.0
bread	food	0.9033333333333333	0.9995833333333334
snake	reptile	0.9249999999999999	0.9983639879034257
web_site	location	0.7183333333333333	0.3983333333333333
seal	kite	0.013333333333333334	0.9333333333333333
car	train	0.2783333333333333	0.9124166666666667
jar	container	0.9166666666666666	0.9995833333333334
jaguar	cat	0.9500000000000001	0.9908333333333333
owl	animal	1.0	1.0
radio	medium	0.59	0.9625
car	limousine	0.19499999999999998	0.9218333333333333
dish	food	0.19166666666666665	0.9935622317596566
bucket	bucket	0.6666666666666666	1.0
squash	food	0.945	0.9983118801434901
zucchini	food	0.985	0.9983333333333333
mitten	glove	0.68	0.9725
appliance	oven	0.13333333333333333	0.9365547043802789
jar	bottle	0.5133333333333333	0.95875
orchid	plant	0.9083333333333333	0.32
chain	bicycle	0.11833333333333333	0.8716666666666667
instrument	cornet	0.2733333333333333	0.9026635271092627
frog	animal	0.9866666666666667	1.0
sphere	ball	0.545	0.9658333333333333
seat	throne	0.595	0.8229321446260525
fox	animal	0.9866666666666667	1.0
mink	animal	0.9166666666666666	1.0
vault	savings_bank	0.445	0.9658333333333333
telephone	device	0.9233333333333333	0.9997222222222222
quail	animal	0.91	1.0
bread	sandwich	0.21833333333333335	0.9310416666666667
sandwich	food	1.0	0.99875
wing	bird	0.11499999999999999	0.9941666666666666
promontory	pin	0.18000000000000002	0.9325
protective_covering	helmet	0.25	0.8412841191066998
cat	animal	1.0	1.0
cannon	gun	0.6516666666666667	0.9958333333333333
tool	shovel	0.25666666666666665	0.780718954248366
mushroom	food	0.9066666666666667	0.9966666666666667
fluid	keyboard	0.0	0.968889835925847
cougar	cat	0.8966666666666666	0.9991666666666666
hat	cap	0.6666666666666666	0.9917179868337227
paper	material	0.93	0.9708333333333333
vest	shirt	0.6	0.8568773234200744
medicine	sax	0.0	0.97340930674264
plaything	plaything	0.5666666666666667	1.0
appliance	refrigerator	0.25	0.8538597525044196
flower	orchid	0.35833333333333334	0.6908333333333333
snow_leopard	measuring_stick	0.945	0.975
backpack	purse	0.25666666666666665	0.8716666666666667
airplane	aircraft	0.9583333333333334	0.9966666666666667
mouse	animal	0.9516666666666667	1.0
animal	animal	0.5666666666666667	1.0
hamburger	bird	0.015	0.9533333333333334
cliff	cliff	0.48666666666666664	1.0
barrel	gun	0.24333333333333332	0.9983333333333333
paddle	oar	0.525	0.9691666666666666
shape	sphere	0.25666666666666665	0.9658333333333333
refrigerator	appliance	1.0	1.0
bucket	barrel	0.3566666666666667	0.9233333333333333
pistol	gun	0.9866666666666667	0.9866666666666667
car	vehicle	1.0	1.0
strawberry	food	0.91	0.9966666666666667
quilt	wind_instrument	0.455	0.9958333333333333
gun	rifle	0.37833333333333335	0.9160416666666666
wolf	animal	0.8933333333333334	1.0
squash	game	0.9083333333333333	0.9881831610044313
ant	insect	1.0	1.0
toaster	appliance	0.94	0.9975
cab	cab	0.625	1.0
kite	bird	0.48666666666666664	1.0
limousine	car	0.9883333333333333	0.9933333333333333
banana	fruit	0.9716666666666667	0.9933333333333333
cup	container	0.8583333333333334	1.0
plate	turtle	0.15	0.84875
swan	animal	0.975	1.0
kangaroo	animal	1.0	1.0
strawberry	fruit	1.0	1.0
house	structure	0.8033333333333333	1.0
screwdriver	hammer	0.13666666666666666	0.9658333333333333
rubber_eraser	material	0.9366666666666666	0.8725
plant	animal	0.013333333333333334	1.0
zucchini	squash	0.73	0.9866666666666667
shovel	tool	0.9700000000000001	0.9975
breakwater	animal	0.9666666666666667	1.0
helmet	protective_covering	0.8633333333333333	1.0
cornet	instrument	0.8583333333333334	1.0
rug	rug	0.545	1.0
torch	light	0.7916666666666666	0.9625
bowl	plate	0.3333333333333333	0.8620833333333333
appliance	washer	0.11499999999999999	0.836116021737707
athlete	runner	0.3666666666666667	0.9641666666666666
oboe	instrument	1.0	0.9991666666666666
television	medium	0.8816666666666667	0.975
beaver	animal	0.975	1.0
chimpanzee	gorilla	0.3466666666666667	0.9625
microscope	telescope	0.2833333333333333	0.8075
keyboard	computer	0.25666666666666665	0.96875
duck	bird	0.9583333333333334	0.999553770638108
spatula	utensil	0.975	0.9933333333333333
pier	bridge	0.26333333333333336	0.99
dog	animal	0.9616666666666666	0.9999412080280438
camel	animal	1.0	1.0
snake	snake	0.8849999999999999	1.0
medicine	medicine	0.8333333333333334	1.0
lizard	animal	0.9716666666666667	1.0
beaker	cup	0.6283333333333333	0.6875
vehicle	utensil	0.09499999999999999	0.9498004279225736
tractor	truck	0.6116666666666667	0.995
violin	instrument	0.9500000000000001	0.9991666666666666
animal	wolf	0.13833333333333334	0.9379665625730249
calculator	computer	0.9333333333333332	0.97
tissue	bridge	0.06666666666666667	0.9708333333333333
primate	animal	0.8333333333333334	0.9999583333333333
pan	dish	0.6516666666666667	0.9741602067183462
cabbage	vegetable	0.985	0.9991666666666666
cornet	car	0.14166666666666666	0.9858333333333333
seal	mammal	0.8583333333333334	1.0
butterfly	insect	0.91	0.9995833333333334
rifle	pistol	0.37166666666666665	0.9475
runner	athlete	0.8566666666666666	0.8733333333333333
motorcycle	vehicle	0.985	1.0
bottle	container	0.975	0.999877375843041
whale	cricket	0.013333333333333334	0.832
